# Species	Genes	Alg.-Conn.	babesia_bigemina_protein.faa	babesia_bovis_T2Bo_protein.faa	babesia_microti_strain_RI_protein.faa	babesia_ovata_protein.faa	babesia_sp._Xinjiang_protein.faa	besnoitia_besnoiti_protein.faa	cryptosporidium_felis_protein.faa	cryptosporidium_hominis_TU502_protein.faa	cryptosporidium_muris_RN66_protein.faa	cryptosporidium_parvum_Iowa_II_protein.faa	cryptosporidium_ubiquitum_protein.faa	eimeria_acervulina_protein.faa	eimeria_brunetti_protein.faa	eimeria_maxima_protein.faa	eimeria_mitis_protein.faa	eimeria_necatrix_protein.faa	eimeria_praecox_protein.faa	eimeria_tenella_protein.faa	gregarina_niphandrodes_protein.faa	neospora_caninum_Liverpool_protein.faa	plasmodium_berghei_ANKA_protein.faa	plasmodium_chabaudi_protein.faa	plasmodium_coatneyi_protein.faa	plasmodium_cynomolgi_protein.faa	plasmodium_falciparum_protein.faa	plasmodium_fragile_protein.faa	plasmodium_gaboni_protein.faa	plasmodium_gallinaceum_protein.faa	plasmodium_inui_San_Antonio_1_protein.faa	plasmodium_knowlesi_protein.faa	plasmodium_malariae_protein.faa	plasmodium_reichenowi_protein.faa	plasmodium_relictum_protein.faa	plasmodium_sp._gorilla_clade_G2_protein.faa	plasmodium_vinckei_protein.faa	plasmodium_vivax_protein.faa	plasmodium_yoelii_protein.faa	porospora_cf._gigantea_A_protein.faa	porospora_cf._gigantea_B_protein.faa	theileria_annulata_protein.faa	theileria_equi_strain_WA_protein.faa	theileria_orientalis_strain_Shintoku_protein.faa	theileria_parva_strain_Muguga_protein.faa	toxoplasma_gondii_ME49_protein.faa	type	number_of_genoms	number_of_proteins	number_of_genus	function
25	25	0.00171	CDR96896.1	EDO08155.1	CTQ41229.1	GBE58970.1	ORM41960.1	PFH34997.1	KAF7456498.1	EAL36812.1	EEA05358.1	EAK89705.1	OII73741.1	CDI76696.1	*	CDJ58290.1	CDJ31160.1	CDJ65265.1	CDI79982.1	CDJ42995.1	*	CBZ54099.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	KAH0482419.1	KAH0483727.1	CAI74650.1	AFZ79205.1	BAM40059.1	EAN32620.1	EPT27282.1	full_gca_44	25	25	8	hypothetical protein, conserved
38	38	0.00324	CDR96855.1	EDO08221.1	CTQ41205.1	GBE58933.1	ORM40187.1	PFH32515.1	KAF7456051.1	EAL36458.1	EEA08328.1	EAK90006.1	OII73322.1	CDI81101.1	*	CDJ61481.1	*	CDJ70160.1	CDI87213.1	CDJ45200.1	*	CBZ51396.1	VUC57857.1	CDR15890.1	ANQ10256.1	GAB67739.1	VWP77628.1	KJP86315.1	KYN97112.1	CRG95045.1	EUD67633.1	CAA9990002.1	SCO93729.1	*	CRH01753.1	SOV17912.1	VEV58560.1	EDL44382.1	VTZ80895.1	*	*	CAI74674.1	AFZ79178.1	BAM40027.1	EAN32597.1	EPT27461.1	full_gca_44	38	38	8	hypothetical protein, conserved
36	36	0.00079	CDR97263.1	EDO07914.1	*	GBE59307.1	*	PFH34624.1	KAF7456884.1	EAL37489.1	EEA08389.1	EAK90081.1	OII73424.1	CDI82606.1	CDJ54174.1	CDJ60240.1	CDJ36313.1	CDJ63987.1	CDI75522.1	CDJ40262.1	*	CBZ52448.1	VUC54320.1	CDR11283.1	ANQ07886.1	GAB66218.1	CAA15606.2	KJP89680.1	KYO03231.1	CRG95342.1	EUD65654.1	CAA9987949.1	SCN12319.1	KYN93558.1	CRG99813.1	SOV10844.1	VEV55008.1	EDL43407.1	VTZ73338.1	*	*	*	EKX71975.1	*	*	EPT30209.1	full_gca_44	36	36	8	ribophorin I, putative
38	38	0.00173	CDR98056.1	EDO05770.1	CCF72771.1	GBE62459.1	ORM41268.1	PFH32118.1	*	EAL36128.1	EEA05540.1	EAK89365.1	OII73582.1	CDI79612.1	*	CDJ57802.1	*	CDJ65212.1	CDI74535.1	CDJ37602.1	*	CBZ51094.1	VUC53980.1	CDR10755.1	ANQ05930.1	GAB64644.1	CAD51009.1	KJP89231.1	KYO01397.1	CRG93278.1	EUD65328.1	CAA9986377.1	SBT87165.1	KYO00567.1	CRH03122.1	SOV13214.1	VEV54666.1	EDL43874.1	VTZ71759.1	*	*	CAI75715.1	EKX72673.1	BAM41096.1	KAF5153144.1	EPT27938.1	full_gca_44	38	38	8	ubiquitin carboxyl-terminal hydrolase, putative
41	41	0.0043	CDR96923.1	EDO08175.1	CTQ41050.1	GBE59000.1	ORM41944.1	PFH38340.1	KAF7456739.1	EAL37679.1	EEA07668.1	EAK89530.1	OII73804.1	CDI84127.1	CDJ45700.1	CDJ58020.1	CDJ29302.1	CDJ67183.1	CDI74972.1	CDJ37592.1	*	CBZ55867.1	VUC56283.1	CDU21770.1	ANQ10671.1	GAB68552.1	CZT99852.1	KJP89859.1	KYN95752.1	CRG95660.1	EUD65986.1	CAA9990465.1	SCP02796.1	KYN93803.1	CRH03996.1	SOV18803.1	VEV56993.1	EDL47085.1	VTZ79035.1	*	*	CAI74638.1	AFZ79226.1	BAM40074.1	EAN32632.2	EPT24810.1	full_gca_44	41	41	8	hypothetical protein, conserved
28	28	0.00174	CDR94024.1	EDO08362.1	SJK86080.1	*	*	*	*	EAL35217.1	EEA05063.1	EAK88163.1	OII71275.1	*	*	*	*	*	*	*	*	*	VUC57823.1	CDR15838.1	ANQ09730.1	GAB67774.1	CAX64324.1	KJP89880.1	KYN97080.1	CRG95010.1	EUD67597.1	CAA9990037.1	SCO93764.1	KYN94725.1	CRH01788.1	SOV17844.1	VEV58525.1	EDL44348.1	VTZ80861.1	*	*	CAI74337.1	AFZ79621.1	BAM40370.1	EAN32930.1	*	full_gca_44	28	28	4	conserved Plasmodium protein, unknown function
42	42	0.0054	CDR96724.1	EDO08292.1	CCF75446.1	GBE58828.1	ORM39923.1	PFH31660.1	KAF7457029.1	EAL38100.1	EEA06260.1	EAK89887.1	OII73129.1	CDI77261.1	CDJ49699.1	CDJ61607.1	CDJ32043.1	CDJ63334.1	*	CDJ39763.1	*	CBZ49696.1	VUC55521.1	CDR12911.1	ANQ07469.1	GAB65923.1	CAD52026.1	KJP86758.1	KYO00329.1	CRG96903.1	EUD64696.1	CAA9987630.1	SBT88007.1	KYN98650.1	CRG99567.1	SOV14525.1	VEV56175.1	EDL42312.1	VTZ77786.1	KAH0488157.1	KAH0476114.1	CAI76655.1	AFZ81268.1	BAM41911.1	EAN31991.1	EPT32538.1	full_gca_44	42	42	9	vacuolar protein sorting-associated protein 33, putative
27	27	0.00244	*	*	*	*	*	PFH31176.1	KAF7459351.1	EAL37642.1	EEA05900.1	EAK87880.1	OII72025.1	CDI81086.1	CDJ53886.1	CDJ59165.1	*	CDJ65751.1	*	CDJ36936.1	*	CBZ52437.1	VUC58570.1	CDR17013.1	ANQ11095.1	GAB69190.1	*	KJP88704.1	KYN93409.1	CRG96999.1	EUD66073.1	CAA9991155.1	SCP03644.1	*	CRH02789.1	*	VEV59284.1	EDL44171.1	VTZ81842.1	*	*	*	*	*	*	EPT31855.1	full_gca_44	27	27	6	conserved Plasmodium protein, unknown function
24	24	0.0111	CDR97242.1	EDO07930.1	CCF72544.1	GBE59285.1	*	PFH36225.1	KAF7455707.1	EAL37810.1	EEA06727.1	EAK90384.1	OII74932.1	CDI79203.1	CDJ51089.1	CDJ60266.1	CDJ32679.1	CDJ65289.1	CDI76180.1	CDJ41513.1	EZG67326.1	CBZ50579.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	KAH0476819.1	KAH0488785.1	CAI75284.1	EKX71998.1	*	EAN30779.2	*	full_gca_44	24	24	8	hypothetical protein, conserved
38	38	0.000988	*	*	*	*	*	PFH37206.1	*	EAL36640.1	EEA07705.1	EAK90543.1	OII73932.1	CDI81368.1	CDJ51848.1	CDJ57284.1	CDJ35981.1	CDJ62486.1	CDI82712.1	CDJ39492.1	EZG64223.1	CBZ54637.1	VUC57846.1	CDR15872.1	ANQ10098.1	GAB67750.1	CAD52450.1	KJP86304.1	KYN97106.1	CRG95034.1	EUD67622.1	CAA9990013.1	SCO93740.1	KYN94753.1	CRH01764.1	SOV17888.1	VEV58549.1	EDL44371.1	VTZ80884.1	KAH0483278.1	KAH0484985.1	CAI75918.1	EKX73230.1	BAM40915.1	EAN30540.2	EPT26657.1	full_gca_44	38	38	9	protein kinase, putative
41	41	0.0086	CDR95210.1	EDO06306.1	SJK86456.1	GBE61575.1	ORM40674.1	PFH35041.1	KAF7457244.1	EAL38227.1	EEA05004.1	EAK88127.1	OII71331.1	CDI83235.1	*	CDJ57866.1	*	CDJ62288.1	*	CDJ37885.1	EZG61153.1	CBZ54139.1	VUC55931.1	CDS46973.1	ANQ08186.1	GAB66364.1	CZT98746.1	KJP85442.1	KYN98724.1	CRG96138.1	EUD65545.1	CAA9988106.1	SCN12608.1	KYN96415.1	CRG99956.1	SOV15384.1	VEV56264.1	EDL45482.1	VTZ78598.1	KAH0487865.1	KAH0487809.1	CAI76281.1	AFZ81094.1	BAM42297.1	EAN31585.1	EPT27235.1	full_gca_44	41	41	10	IWS1-like protein, putative
40	40	0.00404	CDR94883.1	EDO06022.1	SJK86133.1	GBE61939.1	ORM41529.1	PFH34267.1	KAF7459392.1	EAL37406.1	EEA06277.1	EAK89872.1	OII73113.1	CDI77939.1	*	CDJ59530.1	CDJ36180.1	CDJ62052.1	CDI73925.1	CDJ37516.1	*	CBZ55229.1	VUC55791.1	CDS47196.1	ANQ08474.1	GAB66507.1	CZT98894.1	KJP87671.1	KYN98873.1	CRG96280.1	EUD65411.1	CAA9988257.1	SCN12751.1	KYN96565.1	CRH00100.1	SOV15673.1	VEV56402.1	EDL45620.1	VTZ78460.1	*	*	CAI76548.1	AFZ81415.1	BAM42025.1	EAN31869.2	EPT25947.1	full_gca_44	40	40	8	leucine-rich repeat protein
36	36	0.0016	CDR93874.1	*	SIO73409.1	*	*	PFH36764.1	*	*	*	*	*	CDI81273.1	CDJ49469.1	CDJ60365.1	CDJ34141.1	CDJ68397.1	CDI75413.1	CDJ42799.1	EZG44844.1	CBZ50861.1	VUC57651.1	CDR15576.1	ANQ09758.1	GAB67950.1	CZU00331.1	KJP86372.1	KYN96222.1	CRG94831.1	EUD69286.1	CAA9989507.1	SCO93938.1	KYN94284.1	CRH01290.1	SOV19760.1	VEV58348.1	EDL46026.1	VTZ80685.1	KAH0482234.1	KAH0483910.1	CAI74861.1	AFZ78998.1	BAM39832.1	EAN32404.2	EPT27645.1	full_gca_44	36	36	9	DNA-directed RNA polymerase III subunit RPC4, putative
37	37	0.00386	CDR95794.1	EDO06894.1	*	GBE59688.1	ORM39692.1	PFH33333.1	*	*	*	*	*	CDI83975.1	CDJ51279.1	CDJ59363.1	CDJ29903.1	CDJ67956.1	CDI84954.1	CDJ37845.1	*	CBZ52874.1	VUC56578.1	CDR13875.1	ANQ09182.1	GAB67389.1	CAG25400.1	KJP88074.1	KYO01860.1	CRG93743.1	EUD68480.1	CAA9989163.1	SCO93217.1	KYO01047.1	CRH00971.1	SOV12576.1	VEV57284.1	EDL46450.1	VTZ79445.1	KAH0487342.1	KAH0486640.1	CAI73838.1	AFZ80421.1	BAM38723.1	KAF5153351.1	EPT29507.1	full_gca_44	37	37	8	kinetochore protein NDC80, putative
35	35	0.00139	CDR96118.1	EDO05188.1	SJK86687.1	GBE62626.1	ORM42037.1	PFH38349.1	*	*	*	*	*	CDI77680.1	*	CDJ61132.1	CDJ27511.1	CDJ66201.1	CDI83047.1	CDJ37798.1	*	CBZ55858.1	VUC55187.1	CDR12415.1	ANQ05718.1	GAB64394.1	CAD50824.1	KJP89313.1	KYO01219.1	CRG98023.1	EUD66684.1	CAA9986122.1	SBT86879.1	KYO00381.1	CRG98387.1	SOV12820.1	VEV56704.1	EDL43695.1	VTZ77118.1	*	*	CAI73990.1	AFZ80582.1	BAM38561.1	EAN33280.2	EPT24801.1	full_gca_44	35	35	7	origin recognition complex subunit 2, putative
36	36	0.00129	CDR96756.1	EDO08322.1	*	GBE58799.1	ORM40196.1	PFH37265.1	KAF7459049.1	EAL37171.1	EEA07045.1	EAK90251.1	OII74099.1	CDI84468.1	*	*	*	CDJ64092.1	*	CDJ37685.1	*	CBZ54575.1	VUC55221.1	CDR12469.1	ANQ08000.1	GAB66148.1	CAB11125.2	KJP87105.1	KYO03302.1	CRG94270.1	EUD67353.1	CAA9987869.1	SCN12247.1	KYO02683.1	CRG99766.1	SOV10983.1	VEV56738.1	EDL44797.1	VTZ77186.1	*	*	CAI76689.1	AFZ81519.1	BAM41868.1	EAN32021.2	EPT26717.1	full_gca_44	36	36	8	conserved protein, unknown function
31	31	0.00104	CDR93941.1	EDO06708.1	SJK86411.1	GBE60877.1	ORM40992.1	*	KAF7457871.1	EAL35949.1	EEA06652.1	EAK88815.1	*	*	*	*	*	*	*	*	*	CBZ53787.1	VUC53911.1	CDR10646.1	ANQ05972.1	GAB64575.1	CAX51192.2	KJP85349.1	KYN95118.1	CRG93352.1	EUD64730.1	CAA9986305.1	SBT87096.1	KYO03427.1	CRH03047.1	SOV10251.1	VEV54598.1	EDL43807.1	VTZ71690.1	*	*	CAI74280.1	AFZ79677.1	BAM40426.1	EAN32985.2	*	full_gca_44	31	31	5	phosphatidate cytidylyltransferase, putative
41	41	0.00832	CDR95422.1	EDO05255.1	SJK86678.1	GBE61391.1	ORM40416.1	PFH33504.1	*	EAL36017.1	EEA08307.1	EAK90026.1	OII73345.1	CDI77535.1	CDJ50778.1	CDJ56815.1	*	CDJ70350.1	CDI86674.1	CDJ41620.1	*	CBZ53187.1	VUC57505.1	CDR15363.1	ANQ09437.1	GAB68098.1	CZU00182.1	KJP85400.1	KYN96078.1	CRG94682.1	EUD69438.1	CAA9989662.1	SCO94086.1	KYN94139.1	CRH01439.1	SOV19465.1	VEV58203.1	EDL46176.1	VTZ80539.1	KAH0474214.1	KAH0474264.1	CAI73567.1	AFZ80848.1	BAM39019.1	EAN33762.2	EPT29251.1	full_gca_44	41	41	9	conserved Plasmodium protein, unknown function
38	38	0.00135	CDR96778.1	EDO08341.1	SIO73613.1	GBE58782.1	*	PFH31770.1	KAF7457788.1	EAL37931.1	EEA06355.1	EAK89822.1	OII73043.1	CDI84112.1	CDJ49522.1	CDJ59390.1	*	CDJ70561.1	*	CDJ43355.1	*	CBZ49800.1	VUC55939.1	CDS46965.1	ANQ08113.1	GAB66356.1	CZT98738.1	KJP85450.1	KYN98716.1	CRG96130.1	EUD65537.1	CAA9988098.1	SCN12600.1	KYN96407.1	CRG99948.1	SOV15364.1	VEV56256.1	EDL45474.1	VTZ78606.1	*	*	CAI76704.1	AFZ81532.1	BAM41854.1	KAF5153279.1	EPT32418.1	full_gca_44	38	38	8	hypothetical protein, conserved
35	35	0.000969	CDR94929.1	EDO06062.1	CCF73764.1	GBE61862.1	ORM41518.1	PFH38074.1	*	*	*	*	*	CDI80828.1	CDJ47589.1	*	*	CDJ65115.1	*	CDJ38098.1	*	CBZ56139.1	VUC56227.1	CDU21714.1	ANQ10757.1	GAB68496.1	CZT99909.1	KJP89801.1	KYN95809.1	CRG95716.1	EUD65928.1	CAA9990408.1	SCP02740.1	KYN93861.1	CRH03940.1	SOV18922.1	VEV56936.1	EDL47031.1	VTZ78979.1	KAH0487719.1	KAH0484699.1	CAI76520.1	AFZ81389.1	BAM42057.1	EAN31835.1	EPT25101.1	full_gca_44	35	35	8	tetratricopeptide repeat family protein, putative
35	35	0.00288	CDR96898.1	EDO08157.1	CTQ41231.1	GBE58972.1	ORM41958.1	PFH33914.1	*	*	*	*	*	CDI77906.1	CDJ50536.1	CDJ60402.1	*	CDJ69649.1	CDI86594.1	CDJ42936.1	*	CBZ54930.1	VUC54452.1	CDS45812.1	ANQ07098.1	GAB65409.1	CZT98453.1	KJP86487.1	KYN99578.1	CRG97211.1	EUD64599.1	CAA9987090.1	SBT86627.1	KYN97654.1	CRG99059.1	SOV14907.1	VEV55160.1	EDL43005.1	VTZ74104.1	*	*	CAI74648.1	AFZ79207.1	BAM40061.1	EAN32622.1	EPT26307.1	full_gca_44	35	35	7	tRNA methyltransferase, putative
31	31	0.000797	CDR96023.1	EDO05864.1	SJK86714.1	GBE59892.1	ORM41348.1	*	KAF7457366.1	EAL35124.1	EEA08274.1	EAK88313.1	OII74784.1	*	*	*	*	*	*	*	*	*	VUC57512.1	CDR15375.1	ANQ09727.1	GAB68092.1	CZU00189.1	KJP85394.1	KYN96084.1	CRG94689.1	EUD69433.1	CAA9989655.1	SCO94079.1	KYN94146.1	CRH01432.1	SOV19479.1	VEV58210.1	EDL46169.1	VTZ80546.1	*	*	CAI75594.1	EKX72867.1	BAM41205.1	EAN31120.2	*	full_gca_44	31	31	4	crossover junction endonuclease MUS81, putative
40	40	0.00704	CDR97998.1	EDO05800.1	SIO73321.1	GBE62512.1	ORM41285.1	PFH34559.1	KAF7458074.1	EAL35869.1	EEA07768.1	EAK87616.1	OII72241.1	CDI79389.1	*	CDJ59819.1	CDJ29235.1	CDJ62551.1	CDI87467.1	CDJ42474.1	*	CBZ52377.1	VUC54722.1	CDR11560.1	ANQ06593.1	GAB68270.1	CZT99221.1	KJP88257.1	KYN97875.1	CRG95948.1	EUD65187.1	CAA9990096.1	SCP02512.1	KYN95169.1	CRH03689.1	SOV16527.1	VEV55428.1	EDL46806.1	VTZ75224.1	*	*	CAI75660.1	EKX72753.1	BAM41141.1	EAN31187.1	EPT30139.1	full_gca_44	40	40	8	conserved protein, unknown function
40	40	0.00241	CDR97631.1	EDO07050.1	*	GBE62298.1	ORM40273.1	PFH33964.1	KAF7459337.1	EAL37048.1	EEA05960.1	EAK87873.1	OII72040.1	CDI81882.1	CDJ49185.1	CDJ59471.1	CDJ30210.1	CDJ64297.1	CDI87102.1	CDJ39929.1	*	CBZ54888.1	VUC54293.1	CDR11242.1	ANQ07635.1	GAB66246.1	CAB11110.2	KJP89710.1	KYO03203.1	CRG95314.1	EUD65681.1	CAA9987980.1	SCN12347.1	KYO02579.1	CRG99841.1	SOV10788.1	VEV54981.1	EDL43380.1	VTZ73284.1	*	*	CAI75434.1	EKX72600.1	BAM41373.1	EAN30949.2	EPT26360.1	full_gca_44	40	40	8	hypothetical protein, conserved
36	36	0.00912	CDR98036.1	EDO05590.1	CCF72748.1	GBE62476.1	ORM41232.1	PFH35454.1	KAF7457339.1	EAL35773.1	EEA04901.1	EAK88059.1	OII75376.1	*	*	*	*	*	*	*	*	CBZ50188.1	VUC55315.1	CDR12606.1	ANQ07312.1	GAB65720.1	CAD51829.1	KJP88658.1	KYO00134.1	CRG96695.1	EUD67969.1	CAA9987416.1	SBT87800.1	KYN98434.1	CRG99357.1	SOV14176.1	VEV55969.1	EDL44954.1	VTZ77374.1	KAH0486495.1	KAH0488455.1	CAI75767.1	EKX72697.1	BAM41077.1	EAN31292.1	EPT32189.1	full_gca_44	36	36	8	transcription elongation factor 1, putative
24	24	0.00173	CDR97718.1	EDO05505.1	CTQ40640.1	GBE62212.1	ORM40275.1	PFH38740.1	KAF7456576.1	EAL35367.1	EEA07311.1	EAZ51214.1	OII72703.1	CDI77360.1	CDJ49386.1	CDJ59945.1	CDJ30133.1	CDJ68257.1	CDI74606.1	CDJ43024.1	*	CBZ53300.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	CAI74254.1	AFZ79720.1	BAM40472.1	KAF5153680.1	EPT29032.1	full_gca_44	24	24	7	hypothetical protein, conserved
28	28	0.00391	CDR96758.1	*	SIO73623.1	*	ORM40197.1	PFH33779.1	KAF7457716.1	*	EEA07477.1	EAK88571.1	OII74618.1	*	*	*	*	*	*	*	*	CBZ50073.1	VUC55089.1	CDR12229.1	ANQ06915.1	GAB65256.1	CAX63921.1	*	KYO02835.1	CRG93173.1	*	CAA9986946.1	SBT87431.1	KYO02108.1	CRG98937.1	SOV11404.1	VEV55785.1	EDL45297.1	VTZ76508.1	*	KAH0483237.1	*	*	BAM41866.1	KAF5153273.1	EPT32045.1	full_gca_44	28	28	8	Rab5-interacting protein, putative
39	39	0.0006	CDR94982.1	EDO06110.1	*	GBE61808.1	*	PFH34421.1	KAF7458790.1	EAL34732.1	EEA05118.1	EAK89589.1	OII72810.1	CDI83593.1	CDJ52765.1	CDJ60190.1	CDJ36287.1	CDJ68243.1	CDI74620.1	CDJ43039.1	*	CBZ54037.1	VUC57901.1	CDR15955.1	ANQ09677.1	GAB67685.1	CAD52513.1	KJP86862.1	KYN97160.1	CRG95087.1	EUD67680.1	CAA9989956.1	SCO93678.1	KYN94805.1	CRH01710.1	SOV18018.1	VEV58604.1	EDL44435.1	VTZ80939.1	*	*	CAI76475.1	AFZ81466.1	BAM42101.1	EAN31790.2	EPT28195.1	full_gca_44	39	39	8	hypothetical protein, conserved
36	36	0.00514	CDR94810.1	EDO05906.1	CTQ40858.1	GBE60038.1	ORM39655.1	PFH31998.1	KAF7459378.1	EAL37219.1	EEA06292.1	EAK89864.1	OII73099.1	CDI78400.1	*	CDJ59355.1	*	*	*	*	*	CBZ51231.1	VUC55973.1	CDS46931.1	ANQ08345.1	GAB66323.1	CZT98703.1	KJP86831.1	KYN98682.1	CRG96096.1	EUD65503.1	CAA9988064.1	SCN12567.1	KYN96371.1	CRG99914.1	SOV15299.1	VEV56222.1	EDL45441.1	VTZ78640.1	*	*	CAI73033.1	EKX74363.1	BAM39553.1	KAF5153492.1	EPT28073.1	full_gca_44	36	36	8	CCR4-NOT transcription complex subunit 1, putative
32	32	0.00165	*	*	*	*	*	PFH34415.1	KAF7458235.1	EAL36518.1	EEA06840.1	EAK90460.1	OII75059.1	CDI77199.1	CDJ46569.1	CDJ61956.1	CDJ32755.1	*	CDI80709.1	*	*	CBZ54043.1	VUC56748.1	CDR14129.1	ANQ09062.1	GAB67220.1	CAD52684.1	KJP87249.1	KYN97330.1	CRG93919.1	EUD68652.1	CAA9988980.1	SCO93045.1	KYN94984.1	CRH00795.1	SOV18382.1	VEV57453.1	EDL46621.1	VTZ79614.1	KAH0474044.1	KAH0482610.1	*	*	*	*	EPT28188.1	full_gca_44	32	32	7	phosphatase 2A regulatory subunit-related protein, putative
30	30	0.00474	*	*	*	*	*	*	KAF7457044.1	*	EEA06242.1	EAK89895.1	OII73146.1	CDI77667.1	CDJ50995.1	CDJ58682.1	CDJ35384.1	CDJ68824.1	*	CDJ40180.1	*	*	VUC56144.1	CDU21631.1	ANQ10750.1	*	CZT99997.1	KJP86145.1	KYN95896.1	CRG95804.1	EUD66432.1	CAA9990323.1	SCP02654.1	KYN93955.1	CRH03852.1	SOV19083.1	VEV56852.1	EDL46947.1	VTZ78896.1	*	*	CAI73406.1	EKX73730.1	BAM39184.1	EAN33934.2	*	full_gca_44	30	30	4	hypothetical protein, conserved
31	31	0.00468	CDR98024.1	EDO05782.1	SIO73336.1	GBE62489.1	ORM41297.1	PFH36014.1	*	*	*	*	*	CDI81152.1	CDJ52398.1	*	*	CDJ70308.1	*	CDJ37971.1	*	*	VUC57716.1	CDR15687.1	ANQ10109.1	GAB67886.1	CZU00395.1	KJP89995.1	KYN96283.1	CRG94896.1	EUD69222.1	CAA9989438.1	SCO93874.1	KYN94348.1	CRH01225.1	SOV19886.1	VEV58418.1	EDL45963.1	VTZ80755.1	*	*	*	EKX72702.1	BAM41111.1	KAF5153143.1	EPT29897.1	full_gca_44	31	31	6	conserved Plasmodium protein, unknown function
35	35	0.00969	*	EDO07336.1	SJK86600.1	GBE60400.1	ORM39425.1	PFH37130.1	*	EAL35252.1	EEA06621.1	EAK87657.1	OII72289.1	*	*	*	*	*	*	*	EZG44309.1	CBZ54709.1	VUC57739.1	CDR15721.1	ANQ09804.1	GAB67863.1	CZU00418.1	KJP89973.1	KYN96304.1	CRG94919.1	EUD69198.1	CAA9989415.1	SCO93851.1	KYN94372.1	CRH01202.1	SOV19932.1	VEV58441.1	EDL45942.1	VTZ80778.1	KAH0484964.1	KAH0480230.1	CAI73312.1	EKX73852.1	BAM39283.1	EAN34024.1	EPT26576.1	full_gca_44	35	35	9	protein transport protein YIP1, putative
26	26	0.00177	CDR95198.1	EDO06296.1	*	GBE61587.1	ORM40729.1	*	KAF7457810.1	EAL36151.1	EEA06327.1	EAK89838.1	OII73065.1	*	*	*	*	*	*	*	*	*	VUC57755.1	CDR15744.1	ANQ09776.1	GAB67847.1	*	KJP89959.1	*	CRG94935.1	EUD69182.1	CAA9989399.1	SCO93835.1	*	CRH01186.1	*	VEV58457.1	EDL45926.1	VTZ80794.1	*	*	CAI76292.1	AFZ81106.1	BAM42284.1	EAN31596.2	*	full_gca_44	26	26	4	conserved Plasmodium protein, unknown function
38	38	0.00618	CDR96024.1	EDO05865.1	SJK86717.1	GBE59893.1	ORM41355.1	PFH34487.1	KAF7455768.1	EAL36006.1	EEA07698.1	EAK90550.1	OII73940.1	*	CDJ50371.1	CDJ59392.1	*	CDJ67438.1	*	CDJ40886.1	*	CBZ52317.1	VUC54761.1	CDR11618.1	ANQ06650.1	GAB68313.1	CZT99264.1	KJP86631.1	KYN97919.1	CRG95906.1	EUD66534.1	CAA9990140.1	SCP02554.1	KYN95214.1	CRH00679.1	SOV16626.1	VEV55466.1	EDL46847.1	VTZ75302.1	*	*	CAI75593.1	EKX72868.1	BAM41206.1	EAN31119.2	EPT30060.1	full_gca_44	38	38	8	SNARE domain-containing protein, putative
31	31	0.0231	CDR94284.1	EDO07214.1	CCF76004.1	GBE60554.1	ORM41989.1	*	KAF7458541.1	EAL37861.1	EEA05708.1	EAK89788.1	OII72999.1	*	*	*	*	*	*	*	*	*	VUC57811.1	CDR15821.1	ANQ09883.1	GAB67788.1	CAD52433.1	KJP89895.1	KYN97068.1	CRG94997.1	EUD67585.1	CAA9989340.1	SCO93776.1	KYN94713.1	CRH01124.1	SOV17820.1	VEV58513.1	EDL45871.1	VTZ80849.1	*	*	CAI73180.1	EKX74056.1	BAM39406.1	EAN34154.2	*	full_gca_44	31	31	4	ribonuclease P protein subunit RPR2, putative
42	42	0.00213	CDR96443.1	EDO07766.1	CCF75295.1	GBE59492.1	ORM41173.1	PFH38431.1	KAF7455932.1	EAL36586.1	EEA05474.1	EAK89666.1	OII72578.1	CDI79113.1	*	CDJ61271.1	CDJ30988.1	CDJ63703.1	CDI77109.1	*	EZG81118.1	CBZ53588.1	VUC56364.1	CDU21851.1	ANQ10652.1	GAB68636.1	CZT99762.1	KJP88532.1	KYN95667.1	CRG95576.1	EUD65831.1	CAA9990552.1	SCP02881.1	KYN93713.1	CRH04080.1	SOV18622.1	VEV57074.1	EDL47168.1	VTZ79116.1	KAH0483135.1	KAH0488887.1	CAI75803.1	EKX73425.1	BAM40968.1	EAN31346.1	EPT28705.1	full_gca_44	42	42	10	COBW domain-containing protein 1, putative
37	37	0.00313	CDR97361.1	EDO08463.1	*	GBE58622.1	ORM39973.1	PFH33984.1	KAF7456709.1	EAL35629.1	EEA08002.1	EAK89961.1	OII73234.1	CDI78427.1	*	*	CDJ33105.1	CDJ69111.1	*	CDJ45113.1	*	CBZ54980.1	VUC56714.1	CDR14075.1	ANQ09152.1	GAB67254.1	CAG25117.1	KJP85815.1	KYO02002.1	CRG93882.1	EUD68618.1	CAA9989018.1	SCO93080.1	KYO01184.1	CRH00832.1	SOV12714.1	VEV57419.1	EDL46586.1	VTZ79580.1	*	*	CAI76818.1	AFZ81654.1	BAM41737.1	EAN32164.2	EPT26243.1	full_gca_44	37	37	8	ribosome biogenesis protein YTM1, putative
