# Species	Genes	Alg.-Conn.	GCA_000499725.1_EBH001_protein.faa	GCF_000499385.1_ENH001_protein.faa	GCF_000499425.1_EAH001_protein.faa	GCF_000499545.2_ETH001_protein.faa	GCF_000499605.1_EMW001_protein.faa
3	3	0.32	CDJ49912.1	XP_013439134.1	*	*	XP_013337311.1
3	3	0.232	*	XP_013439962.1	*	XP_013232703.1	XP_013333924.1
3	3	0.315	CDJ52938.1	*	XP_013251416.1	*	XP_013333882.1
3	3	0.144	*	XP_013440254.1	XP_013253195.1	XP_013233700.1	*
4	4	0.0382	CDJ47955.1	XP_013436065.1	*	XP_013233927.1	XP_013337952.1
3	3	0.262	CDJ47689.1	*	*	XP_013233189.1	XP_013337314.1
3	3	0.224	CDJ51968.1	*	XP_013249511.1	*	XP_013337317.1
4	4	0.045	CDJ47898.1	XP_013437348.1	XP_013249654.1	XP_013233924.1	*
3	3	0.282	CDJ52340.1	*	XP_013247205.1	*	XP_013333875.1
4	4	0.19	CDJ54130.1	XP_013438879.1	XP_013251551.1	*	XP_013332896.1
3	3	0.319	*	XP_013435362.1	XP_013252967.1	XP_013234991.1	*
4	4	0.185	*	XP_013436358.1	XP_013252942.1	XP_013229013.1	XP_013335253.1
3	3	0.316	*	XP_013433224.1	XP_013252520.1	XP_013230621.1	*
3	3	0.286	CDJ50074.1	*	XP_013247131.1	*	XP_013332906.1
3	3	0.185	*	*	XP_013252833.1	XP_013231659.1	XP_013332957.1
3	3	0.275	*	XP_013439025.1	XP_013252773.1	XP_013235714.1	*
4	4	0.131	CDJ50964.1	XP_013432741.1	*	XP_013235401.1	XP_013333814.1
4	4	0.136	CDJ48094.1	*	XP_013252109.1	XP_013236163.1	XP_013333791.1
4	4	0.222	*	XP_013440768.1	XP_013252738.1	XP_013228503.1	XP_013338566.1
3	3	0.192	CDJ46535.1	*	XP_013252237.1	*	XP_013332954.1
4	4	0.0942	CDJ52792.1	XP_013436641.1	XP_013246975.1	XP_013233815.1	*
3	3	0.193	*	XP_013439432.1	XP_013252724.1	XP_013233375.1	*
4	4	0.137	CDJ52794.1	XP_013436637.1	XP_013252465.1	XP_013233812.1	*
4	4	0.102	CDJ50229.1	XP_013438957.1	XP_013250559.1	*	XP_013333670.1
4	4	0.0737	CDJ51164.1	XP_013439473.1	XP_013251750.1	*	XP_013338438.1
3	3	0.323	CDJ45762.1	*	XP_013247006.1	*	XP_013333119.1
3	3	0.253	CDJ48233.1	*	*	XP_013235391.1	XP_013338261.1
2	3	0.325	*	XP_013433832.1,XP_013434542.1	*	XP_013233486.1	*
3	3	0.29	*	XP_013438881.1	XP_013250549.1	XP_013228105.1	*
3	3	0.187	*	XP_013436582.1	XP_013250526.1	XP_013230647.1	*
3	3	0.275	CDJ52581.1	*	XP_013252384.1	*	XP_013333139.1
3	3	0.223	*	XP_013440827.1	XP_013250481.1	XP_013234873.1	*
3	3	0.226	*	XP_013437632.1	*	XP_013235029.1	XP_013337041.1
4	4	0.159	CDJ52625.1	XP_013432800.1	XP_013251630.1	XP_013233077.1	*
3	3	0.0651	*	XP_013438595.1	*	XP_013229009.1	XP_013336017.1
4	4	0.185	CDJ49350.1	XP_013432844.1	XP_013251461.1	*	XP_013338382.1
3	3	0.243	CDJ50900.1	*	XP_013249769.1	*	XP_013338394.1
3	3	0.211	*	XP_013435765.1	*	XP_013235059.1	XP_013333370.1
3	3	0.328	CDJ52536.1	*	XP_013248699.1	*	XP_013333238.1
3	3	0.228	CDJ51201.1	*	XP_013253055.1	*	XP_013338246.1
4	4	0.152	CDJ47625.1	*	XP_013251762.1	XP_013231001.1	XP_013338440.1
4	4	0.193	CDJ52030.1	XP_013436461.1	XP_013252343.1	*	XP_013333148.1
3	3	0.317	CDJ52120.1	*	XP_013250503.1	*	XP_013338443.1
3	3	0.24	*	*	XP_013250199.1	XP_013230498.1	XP_013335177.1
3	3	0.0825	*	XP_013436770.1	XP_013250169.1	XP_013232144.1	*
3	3	0.321	*	XP_013439740.1	XP_013250093.1	XP_013228801.1	*
3	3	0.297	CDJ47989.1	XP_013438988.1	*	*	XP_013338488.1
3	3	0.235	*	XP_013440616.1	XP_013250017.1	XP_013233040.1	*
3	3	0.238	CDJ49745.1	*	*	XP_013235825.1	XP_013333209.1
3	3	0.132	CDJ49579.1	*	XP_013248536.1	*	XP_013338542.1
3	3	0.213	CDJ48231.1	*	XP_013253138.1	*	XP_013338576.1
4	4	0.0662	*	XP_013439819.1	XP_013249976.1	XP_013231331.1	XP_013335885.1
3	3	0.099	*	XP_013438837.1	XP_013249953.1	XP_013231948.1	*
3	3	0.327	CDJ47816.1	*	XP_013248573.1	*	XP_013333073.1
4	4	0.191	CDJ46315.1	XP_013434066.1	XP_013249665.1	*	XP_013337869.1
4	4	0.166	CDJ48712.1	XP_013433192.1	XP_013246529.1	XP_013233582.1	*
3	3	0.233	CDJ50896.1	*	XP_013249822.1	*	XP_013337894.1
3	3	0.332	*	XP_013434587.1	XP_013251730.1	XP_013236036.1	*
3	3	0.203	CDJ49112.1	*	XP_013249944.1	*	XP_013337942.1
4	4	0.0363	CDJ53757.1	XP_013438970.1	XP_013253193.1	XP_013233569.1	*
4	4	0.0296	CDJ50393.1	XP_013436139.1	*	XP_013233524.1	XP_013334407.1
3	4	0.144	CDJ45795.1	*	XP_013247280.1	*	XP_013335067.1,XP_013332882.1
3	3	0.0784	*	XP_013432554.1	XP_013251663.1	XP_013228529.1	*
3	3	0.138	*	XP_013439227.1	XP_013251629.1	XP_013233078.1	*
3	3	0.232	*	XP_013438773.1	*	XP_013228808.1	XP_013335841.1
4	4	0.115	CDJ53509.1	XP_013437202.1	*	XP_013233177.1	XP_013337999.1
3	3	0.179	*	XP_013432634.1	XP_013251245.1	XP_013229269.1	*
4	4	0.0599	CDJ50979.1	*	XP_013252472.1	XP_013233328.1	XP_013334811.1
4	4	0.0521	*	XP_013438975.1	XP_013251885.1	XP_013229568.1	XP_013334340.1
3	4	0.242	CDJ50272.1	*	XP_013250040.1	*	XP_013333449.1,XP_013337731.1
3	3	0.272	CDJ47876.1	*	XP_013252935.1	*	XP_013333444.1
3	3	0.221	*	XP_013437267.1	XP_013251184.1	XP_013236049.1	*
3	3	0.262	CDJ47192.1	*	XP_013246802.1	*	XP_013333416.1
3	3	0.229	*	XP_013434022.1	XP_013250918.1	XP_013228735.1	*
4	4	0.185	CDJ51532.1	XP_013434176.1	XP_013246623.1	*	XP_013338159.1
3	3	0.217	CDJ50039.1	XP_013434181.1	*	*	XP_013338162.1
2	3	0.331	CDJ50841.1,CDJ50843.1	*	*	*	XP_013338179.1
4	4	0.167	CDJ51774.1	XP_013439645.1	XP_013251881.1	XP_013231757.1	*
3	3	0.183	*	XP_013434088.1	XP_013250778.1	XP_013229570.1	*
3	3	0.329	CDJ51250.1	*	XP_013250046.1	*	XP_013333328.1
4	4	0.072	CDJ53091.1	XP_013434659.1	XP_013246757.1	*	XP_013338217.1
3	3	0.149	CDJ51704.1	XP_013440666.1	*	XP_013231792.1	*
4	4	0.0543	CDJ52265.1	*	XP_013252020.1	XP_013236169.1	XP_013334458.1
3	3	0.294	CDJ47223.1	XP_013437041.1	*	XP_013235133.1	*
3	3	0.262	CDJ48042.1	*	XP_013248382.1	XP_013231103.1	*
3	3	0.22	CDJ46739.1	XP_013433070.1	*	XP_013235943.1	*
3	3	0.23	CDJ47913.1	XP_013434594.1	*	*	XP_013335621.1
3	3	0.181	CDJ51414.1	XP_013437258.1	*	XP_013235972.1	*
3	3	0.288	CDJ48544.1	*	XP_013251521.1	XP_013231275.1	*
3	3	0.254	CDJ52136.1	*	XP_013248151.1	*	XP_013334721.1
4	4	0.0968	CDJ50807.1	XP_013438945.1	*	XP_013235004.1	XP_013335738.1
4	4	0.185	CDJ47299.1	XP_013436741.1	XP_013247274.1	*	XP_013335722.1
4	4	0.111	CDJ50709.1	XP_013440590.1	*	XP_013232993.1	XP_013334687.1
3	3	0.165	*	XP_013432725.1	*	XP_013228141.1	XP_013333825.1
3	3	0.264	CDJ53957.1	*	XP_013246680.1	*	XP_013335748.1
4	4	0.221	CDJ52427.1	*	XP_013251088.1	XP_013236165.1	XP_013336800.1
4	4	0.14	CDJ50978.1	XP_013436389.1	XP_013252471.1	*	XP_013334812.1
4	4	0.187	CDJ52771.1	XP_013437906.1	XP_013250171.1	*	XP_013334652.1
4	4	0.216	CDJ52546.1	XP_013433857.1	*	XP_013236171.1	XP_013333008.1
3	3	0.242	CDJ53138.1	*	*	XP_013234843.1	XP_013338264.1
4	4	0.141	CDJ49995.1	*	XP_013250957.1	XP_013234836.1	XP_013334298.1
4	4	0.155	CDJ46683.1	XP_013433870.1	XP_013250603.1	*	XP_013335845.1
4	4	0.108	CDJ51882.1	XP_013440947.1	XP_013252408.1	XP_013234831.1	*
4	4	0.22	CDJ51127.1	XP_013440837.1	XP_013251218.1	*	XP_013335849.1
4	4	0.227	CDJ51129.1	XP_013440842.1	XP_013247134.1	*	XP_013335851.1
2	3	0.332	*	XP_013434577.1	*	XP_013229805.1,XP_013234739.1	*
4	4	0.174	CDJ53745.1	XP_013435248.1	XP_013249700.1	XP_013234818.1	*
3	4	0.229	CDJ51597.1	*	XP_013252649.1	*	XP_013334646.1,XP_013334644.1
3	3	0.307	CDJ46853.1	XP_013436435.1	*	XP_013234655.1	*
4	4	0.0993	CDJ48510.1	XP_013435496.1	XP_013251015.1	XP_013232061.1	*
4	4	0.0888	CDJ47109.1	XP_013439332.1	XP_013249895.1	XP_013234602.1	*
3	3	0.226	CDJ51798.1	*	XP_013249146.1	*	XP_013335250.1
3	3	0.289	CDJ51517.1	*	XP_013250872.1	XP_013235681.1	*
4	4	0.153	CDJ51874.1	XP_013438131.1	XP_013248302.1	XP_013235542.1	*
3	3	0.216	CDJ49985.1	XP_013434507.1	*	XP_013235687.1	*
4	4	0.209	CDJ50965.1	*	XP_013251438.1	XP_013235510.1	XP_013333813.1
3	3	0.318	CDJ46950.1	XP_013433935.1	*	XP_013235509.1	*
4	4	0.0957	CDJ46951.1	*	XP_013250434.1	XP_013235697.1	XP_013334160.1
3	3	0.322	CDJ49230.1	*	XP_013247543.1	*	XP_013334899.1
4	4	0.067	CDJ54261.1	XP_013438959.1	*	XP_013233581.1	XP_013335106.1
4	4	0.126	CDJ53155.1	XP_013440980.1	XP_013253157.1	*	XP_013335151.1
4	4	0.187	CDJ51734.1	XP_013436150.1	*	XP_013235321.1	XP_013335166.1
3	3	0.287	CDJ52556.1	*	XP_013247099.1	XP_013235705.1	*
4	4	0.207	CDJ50613.1	XP_013434418.1	XP_013246610.1	XP_013235317.1	*
4	4	0.165	CDJ47043.1	XP_013436212.1	*	XP_013235770.1	XP_013335234.1
2	3	0.329	*	XP_013435367.1,XP_013435585.1	*	XP_013229532.1	*
4	4	0.146	CDJ53553.1	XP_013440636.1	*	XP_013234561.1	XP_013333134.1
3	3	0.2	CDJ47281.1	XP_013433804.1	*	XP_013235304.1	*
4	4	0.11	CDJ53923.1	XP_013434813.1	*	XP_013232333.1	XP_013335282.1
4	4	0.0963	CDJ45930.1	*	XP_013247608.1	XP_013235268.1	XP_013334701.1
3	3	0.278	CDJ51026.1	XP_013439294.1	*	*	XP_013335289.1
3	3	0.267	CDJ51487.1	*	XP_013252236.1	XP_013235246.1	*
3	3	0.169	CDJ49875.1	*	XP_013252853.1	XP_013235839.1	*
4	4	0.183	CDJ52819.1	XP_013439423.1	XP_013250055.1	*	XP_013335339.1
3	3	0.0759	CDJ53420.1	*	XP_013251758.1	*	XP_013334860.1
3	3	0.233	*	XP_013438372.1	*	XP_013228234.1	XP_013337604.1
4	4	0.23	CDJ53483.1	XP_013440849.1	*	XP_013234800.1	XP_013334849.1
4	4	0.146	CDJ47569.1	XP_013436792.1	XP_013247475.1	XP_013232123.1	*
3	3	0.333	CDJ49786.1	XP_013435706.1	*	XP_013235166.1	*
3	3	0.278	CDJ52239.1	XP_013437706.1	*	*	XP_013334834.1
4	4	0.146	CDJ51355.1	XP_013440598.1	XP_013251399.1	XP_013231139.1	*
3	3	0.25	CDJ54078.1	*	XP_013247566.1	*	XP_013332725.1
3	3	0.206	CDJ47507.1	*	XP_013249807.1	*	XP_013334204.1
4	4	0.0549	CDJ52755.1	XP_013435723.1	*	XP_013234177.1	XP_013333211.1
4	4	0.236	CDJ53932.1	XP_013434862.1	XP_013246750.1	*	XP_013336726.1
3	3	0.242	CDJ51214.1	XP_013439496.1	*	XP_013234112.1	*
3	3	0.196	CDJ50610.1	*	XP_013246615.1	*	XP_013336778.1
4	4	0.241	CDJ48896.1	XP_013434775.1	*	XP_013230581.1	XP_013336834.1
3	3	0.222	CDJ53586.1	XP_013432608.1	*	XP_013232496.1	*
4	4	0.133	CDJ46147.1	XP_013434732.1	XP_013251372.1	*	XP_013332667.1
4	4	0.034	CDJ52726.1	XP_013440120.1	XP_013251509.1	*	XP_013336867.1
3	3	0.32	CDJ51526.1	*	XP_013253236.1	*	XP_013334191.1
3	3	0.137	CDJ48830.1	*	XP_013251746.1	*	XP_013336999.1
2	3	0.325	*	XP_013440318.1	*	XP_013232737.1,XP_013233424.1	*
3	3	0.25	*	XP_013436960.1	*	XP_013230366.1	XP_013337350.1
4	4	0.232	CDJ47995.1	*	XP_013252955.1	XP_013229578.1	XP_013334182.1
3	3	0.328	CDJ51765.1	*	XP_013249176.1	*	XP_013334166.1
3	3	0.126	CDJ46392.1	*	*	XP_013234188.1	XP_013336715.1
3	3	0.289	CDJ54069.1	*	XP_013251202.1	*	XP_013337075.1
3	3	0.274	CDJ51556.1	XP_013439971.1	*	*	XP_013334130.1
4	4	0.0516	CDJ54294.1	XP_013438660.1	XP_013250208.1	XP_013232531.1	*
4	4	0.167	CDJ50846.1	XP_013436587.1	*	XP_013230652.1	XP_013338178.1
4	4	0.0956	CDJ50866.1	*	XP_013250623.1	XP_013230261.1	XP_013337123.1
4	4	0.0391	CDJ46980.1	XP_013439323.1	XP_013247081.1	*	XP_013337155.1
4	4	0.108	CDJ51635.1	*	XP_013252417.1	XP_013231945.1	XP_013338546.1
4	4	0.0237	CDJ51222.1	XP_013435033.1	*	XP_013232789.1	XP_013334029.1
4	4	0.176	CDJ50202.1	XP_013437121.1	*	XP_013233161.1	XP_013332769.1
2	3	0.329	*	XP_013440264.1,XP_013440265.1	*	XP_013232721.1	*
3	3	0.285	CDJ51233.1	XP_013438165.1	*	XP_013235635.1	*
4	4	0.245	CDJ49303.1	XP_013437144.1	XP_013249113.1	*	XP_013333906.1
4	4	0.183	CDJ53716.1	XP_013435602.1	*	XP_013230161.1	XP_013337235.1
3	3	0.196	CDJ48502.1	*	XP_013249677.1	*	XP_013337286.1
4	4	0.177	CDJ47927.1	*	XP_013247816.1	XP_013230006.1	XP_013337289.1
4	4	0.175	CDJ52275.1	*	XP_013250087.1	XP_013228805.1	XP_013334547.1
4	4	0.175	CDJ52578.1	XP_013432571.1	XP_013248784.1	XP_013232364.1	*
3	3	0.267	CDJ51030.1	XP_013438293.1	*	XP_013234513.1	*
3	4	0.248	CDJ51600.1	*	XP_013250498.1,XP_013252648.1	*	XP_013334643.1
3	3	0.32	CDJ49031.1	*	XP_013249011.1	*	XP_013334611.1
5	6	0.115	CDJ53340.1	XP_013434576.1	XP_013250505.1	XP_013234450.1,XP_013234734.1	XP_013335674.1
3	3	0.0842	*	XP_013433074.1	*	XP_013234196.1	XP_013337700.1
3	3	0.331	CDJ49424.1	*	XP_013251650.1	XP_013234413.1	*
4	4	0.0584	CDJ51507.1	XP_013440150.1	XP_013246868.1	*	XP_013334563.1
3	3	0.171	CDJ54055.1	*	XP_013246741.1	*	XP_013336012.1
2	3	0.328	*	XP_013440074.1	*	XP_013233201.1,XP_013233202.1	*
4	4	0.194	CDJ49098.1	XP_013434853.1	XP_013250798.1	XP_013232037.1	*
3	3	0.156	*	XP_013439087.1	*	XP_013232873.1	XP_013337280.1
3	3	0.308	CDJ51346.1	XP_013439032.1	*	XP_013234410.1	*
4	4	0.226	CDJ52809.1	XP_013436192.1	XP_013247327.1	*	XP_013334550.1
4	4	0.207	CDJ48762.1	XP_013438884.1	XP_013248375.1	*	XP_013336201.1
3	3	0.272	*	*	XP_013253299.1	XP_013235894.1	XP_013338593.1
3	3	0.31	CDJ54128.1	*	XP_013247290.1	*	XP_013334533.1
2	3	0.331	*	XP_013434273.1,XP_013435256.1	*	XP_013229126.1	*
2	3	0.327	*	XP_013439554.1,XP_013439556.1	*	XP_013228013.1	*
4	4	0.0963	CDJ49636.1	*	XP_013251444.1	XP_013231236.1	XP_013336317.1
3	3	0.269	*	XP_013440390.1	*	XP_013229978.1	XP_013336978.1
4	4	0.153	CDJ47539.1	XP_013434836.1	XP_013246779.1	*	XP_013334487.1
4	4	0.223	CDJ48789.1	*	XP_013252229.1	XP_013230874.1	XP_013333025.1
4	4	0.218	CDJ47841.1	XP_013436977.1	XP_013251470.1	*	XP_013332599.1
3	3	0.148	CDJ47969.1	*	XP_013251623.1	*	XP_013334326.1
4	4	0.119	CDJ49598.1	*	XP_013247199.1	XP_013235327.1	XP_013336643.1
4	4	0.214	CDJ52521.1	XP_013438953.1	*	XP_013234375.1	XP_013334289.1
3	3	0.31	CDJ53800.1	*	XP_013249018.1	*	XP_013334217.1
4	4	0.207	CDJ49551.1	XP_013438247.1	XP_013252121.1	*	XP_013336663.1
3	3	0.12	CDJ48190.1	*	XP_013252040.1	*	XP_013336685.1
4	4	0.0868	*	XP_013434368.1	XP_013249293.1	XP_013228168.1	XP_013333431.1
3	3	0.237	CDJ49242.1	*	XP_013249202.1	*	XP_013332571.1
4	4	0.0201	CDJ48147.1	XP_013436658.1	XP_013249106.1	XP_013233832.1	*
4	4	0.102	CDJ53343.1	XP_013439091.1	XP_013249098.1	XP_013232877.1	*
3	3	0.216	*	XP_013439232.1	XP_013252071.1	XP_013233081.1	*
3	3	0.329	*	XP_013439101.1	*	XP_013236240.1	XP_013338234.1
3	3	0.16	*	XP_013439853.1	XP_013252088.1	*	XP_013336247.1
3	3	0.304	*	XP_013436109.1	*	XP_013229148.1	XP_013333317.1
3	3	0.321	CDJ47960.1	*	XP_013249063.1	XP_013234471.1	*
4	4	0.209	CDJ47558.1	XP_013441079.1	XP_013249005.1	XP_013230397.1	*
3	3	0.314	CDJ49558.1	XP_013434407.1	XP_013248974.1	*	*
3	3	0.309	CDJ46525.1	*	XP_013248882.1	*	XP_013335168.1
4	4	0.16	*	XP_013438536.1	XP_013249291.1	XP_013236234.1	XP_013338247.1
3	3	0.145	CDJ51042.1	XP_013436222.1	*	XP_013229106.1	*
3	3	0.23	*	XP_013440773.1	XP_013248989.1	*	XP_013333480.1
4	4	0.104	*	XP_013432781.1	XP_013252581.1	XP_013230714.1	XP_013333497.1
4	4	0.156	*	XP_013438626.1	XP_013249080.1	XP_013235947.1	XP_013338131.1
4	4	0.188	*	XP_013438680.1	XP_013249068.1	XP_013231116.1	XP_013338152.1
4	4	0.111	CDJ51537.1	XP_013433326.1	XP_013248673.1	XP_013234857.1	*
4	4	0.0656	CDJ47419.1	XP_013440688.1	XP_013248570.1	XP_013230508.1	*
3	3	0.199	CDJ53347.1	XP_013438026.1	XP_013248541.1	*	*
4	4	0.179	*	XP_013437535.1	XP_013249145.1	XP_013228427.1	XP_013333528.1
4	4	0.212	*	XP_013440401.1	XP_013252425.1	XP_013233801.1	XP_013333646.1
3	3	0.231	*	XP_013435904.1	XP_013248901.1	XP_013231637.1	*
3	3	0.324	*	*	XP_013247855.1	XP_013229689.1	XP_013332619.1
4	4	0.194	*	XP_013437194.1	XP_013252534.1	XP_013231879.1	XP_013332995.1
4	4	0.126	*	XP_013432717.1	XP_013249121.1	XP_013233857.1	XP_013333036.1
3	3	0.135	*	XP_013435721.1	*	XP_013234179.1	XP_013333213.1
3	3	0.264	*	XP_013433837.1	XP_013251938.1	XP_013228363.1	*
4	4	0.228	*	XP_013436969.1	XP_013250464.1	XP_013231492.1	XP_013333248.1
4	4	0.151	CDJ52480.1	XP_013434194.1	XP_013249521.1	XP_013231105.1	*
3	3	0.19	*	XP_013433272.1	*	XP_013230158.1	XP_013333253.1
3	3	0.314	*	XP_013438163.1	XP_013251981.1	*	XP_013335525.1
3	3	0.254	*	XP_013438170.1	XP_013251984.1	XP_013234664.1	*
3	3	0.174	*	XP_013433271.1	*	XP_013232900.1	XP_013333254.1
4	4	0.132	*	XP_013436652.1	XP_013248663.1	XP_013233826.1	XP_013333598.1
3	3	0.293	CDJ53233.1	*	XP_013249497.1	*	XP_013334045.1
3	3	0.325	CDJ45755.1	XP_013433931.1	XP_013249447.1	*	*
3	3	0.253	CDJ47514.1	*	XP_013249397.1	*	XP_013332924.1
4	4	0.186	*	XP_013434678.1	XP_013249292.1	XP_013228170.1	XP_013333430.1
3	3	0.329	CDJ50792.1	*	XP_013249375.1	*	XP_013333768.1
3	3	0.259	CDJ52399.1	*	XP_013249300.1	*	XP_013337934.1
3	3	0.172	CDJ49080.1	*	XP_013249250.1	*	XP_013336939.1
3	3	0.108	*	XP_013439072.1	XP_013252047.1	XP_013232858.1	*
4	4	0.0312	CDJ48415.1	XP_013435957.1	XP_013249224.1	XP_013233035.1	*
3	3	0.26	CDJ46954.1	*	XP_013249206.1	*	XP_013335929.1
3	3	0.162	CDJ47500.1	*	XP_013247196.1	*	XP_013336155.1
4	4	0.0761	*	XP_013435316.1	XP_013248342.1	XP_013229820.1	XP_013333260.1
3	3	0.33	*	XP_013435031.1	*	XP_013232787.1	XP_013334031.1
4	4	0.188	*	XP_013435302.1	XP_013248312.1	XP_013227957.1	XP_013333941.1
3	3	0.174	CDJ46577.1	*	XP_013249381.1	XP_013228215.1	*
3	3	0.242	*	XP_013440206.1	XP_013249336.1	*	XP_013334082.1
3	3	0.26	CDJ48130.1	*	XP_013247360.1	*	XP_013334633.1
4	4	0.119	CDJ48203.1	XP_013438125.1	XP_013250442.1	XP_013229224.1	*
4	4	0.203	*	XP_013440337.1	XP_013250885.1	XP_013234816.1	XP_013334096.1
3	3	0.25	CDJ48740.1	XP_013435266.1	XP_013247289.1	*	*
3	3	0.247	*	XP_013440958.1	XP_013248167.1	XP_013229120.1	*
3	3	0.206	*	XP_013438877.1	XP_013248124.1	XP_013236320.1	*
3	3	0.267	CDJ49613.1	XP_013436753.1	XP_013247449.1	*	*
4	4	0.0572	*	XP_013436205.1	XP_013248099.1	XP_013235763.1	XP_013337352.1
4	4	0.145	CDJ49920.1	XP_013437147.1	XP_013251791.1	XP_013229284.1	*
3	3	0.324	CDJ52408.1	XP_013439681.1	XP_013247185.1	*	*
4	4	0.18	*	XP_013433567.1	XP_013253011.1	XP_013232163.1	XP_013335052.1
3	3	0.285	*	XP_013439839.1	XP_013247993.1	*	XP_013334500.1
3	3	0.283	CDJ52635.1	XP_013434170.1	XP_013247151.1	*	*
3	3	0.237	*	XP_013440223.1	*	XP_013228224.1	XP_013334242.1
3	3	0.296	*	XP_013439828.1	XP_013251624.1	*	XP_013334327.1
4	4	0.348	*	XP_013437565.1	XP_013253016.1	XP_013236046.1	XP_013338326.1
4	4	0.0409	CDJ46583.1	XP_013435433.1	XP_013247088.1	XP_013232422.1	*
4	4	0.0818	CDJ52154.1	*	XP_013247224.1	XP_013228166.1	XP_013333432.1
4	4	0.179	CDJ53992.1	*	XP_013247823.1	XP_013234132.1	XP_013333723.1
4	4	0.0563	CDJ47382.1	XP_013438400.1	XP_013248495.1	XP_013228773.1	*
3	3	0.28	CDJ53033.1	*	XP_013248479.1	*	XP_013336305.1
3	3	0.296	CDJ51552.1	*	XP_013248414.1	*	XP_013336877.1
3	3	0.259	*	XP_013437715.1	XP_013248793.1	*	XP_013334188.1
4	4	0.0772	*	XP_013439569.1	XP_013251309.1	XP_013236256.1	XP_013333682.1
3	3	0.319	*	XP_013438684.1	XP_013252549.1	XP_013229584.1	*
3	3	0.24	*	XP_013437603.1	XP_013247822.1	*	XP_013333724.1
4	4	0.154	CDJ46363.1	*	XP_013248261.1	XP_013235717.1	XP_013332631.1
3	3	0.105	*	XP_013441014.1	XP_013251635.1	*	XP_013333767.1
4	4	0.079	*	XP_013436122.1	XP_013248718.1	XP_013233506.1	XP_013333769.1
3	3	0.257	*	XP_013435533.1	XP_013251668.1	*	XP_013333778.1
3	3	0.315	CDJ46033.1	*	XP_013249634.1	*	XP_013335655.1
3	3	0.204	CDJ53497.1	*	XP_013247808.1	*	XP_013335647.1
4	4	0.247	*	XP_013436026.1	XP_013252790.1	XP_013232774.1	XP_013337458.1
3	3	0.237	CDJ50427.1	XP_013439988.1	XP_013247655.1	*	*
3	3	0.251	*	XP_013435737.1	XP_013252894.1	*	XP_013338168.1
3	3	0.32	CDJ52676.1	XP_013435276.1	XP_013247576.1	*	*
4	4	0.146	*	XP_013434951.1	XP_013253272.1	XP_013231593.1	XP_013333806.1
3	3	0.333	CDJ47718.1	*	XP_013247531.1	XP_013235240.1	*
3	3	0.273	*	XP_013440090.1	*	XP_013236017.1	XP_013333828.1
3	3	0.228	CDJ49356.1	*	XP_013247518.1	*	XP_013337554.1
3	3	0.257	CDJ49614.1	*	XP_013247450.1	XP_013234670.1	*
3	3	0.307	*	XP_013440721.1	XP_013251331.1	*	XP_013337590.1
4	4	0.0926	CDJ51344.1	XP_013439568.1	XP_013251310.1	XP_013229108.1	*
4	4	0.129	CDJ47643.1	XP_013435890.1	XP_013251236.1	XP_013228102.1	*
4	4	0.0528	CDJ54185.1	XP_013434038.1	XP_013252340.1	XP_013227826.1	*
3	3	0.132	CDJ49125.1	*	XP_013251193.1	*	XP_013334965.1
4	4	0.162	*	XP_013433351.1	XP_013251302.1	XP_013229341.1	XP_013335118.1
3	3	0.231	CDJ51246.1	*	XP_013251117.1	*	XP_013333324.1
3	3	0.198	*	XP_013438195.1	XP_013250583.1	*	XP_013333597.1
3	3	0.31	CDJ49984.1	*	XP_013252529.1	XP_013234548.1	*
3	3	0.216	CDJ46043.1	*	XP_013252567.1	*	XP_013338398.1
4	4	0.0331	CDJ52394.1	XP_013435537.1	XP_013252589.1	XP_013232572.1	*
3	3	0.312	CDJ53803.1	XP_013441004.1	XP_013251108.1	*	*
4	4	0.136	CDJ53256.1	XP_013439238.1	XP_013251345.1	XP_013232154.1	*
3	3	0.17	CDJ48885.1	*	XP_013251056.1	*	XP_013338428.1
4	4	0.0411	CDJ52451.1	*	XP_013251048.1	XP_013228981.1	XP_013337687.1
3	3	0.2	CDJ50281.1	*	XP_013252666.1	*	XP_013332674.1
3	3	0.33	CDJ53793.1	*	XP_013250983.1	*	XP_013336239.1
3	3	0.154	CDJ52418.1	XP_013436905.1	XP_013250923.1	*	*
3	3	0.241	*	XP_013439499.1	XP_013250467.1	XP_013234110.1	*
3	3	0.182	*	XP_013437506.1	XP_013251348.1	*	XP_013333905.1
3	3	0.332	CDJ46417.1	*	XP_013252740.1	*	XP_013335240.1
4	4	0.191	*	XP_013437897.1	XP_013250389.1	XP_013229769.1	XP_013336507.1
3	3	0.311	*	XP_013437659.1	XP_013250356.1	XP_013228696.1	*
4	4	0.154	CDJ47278.1	XP_013436335.1	XP_013250862.1	XP_013228231.1	*
3	3	0.302	CDJ48648.1	*	XP_013252035.1	*	XP_013335251.1
3	3	0.147	CDJ46199.1	*	XP_013251794.1	*	XP_013334226.1
3	3	0.122	CDJ52071.1	*	XP_013251770.1	*	XP_013333011.1
3	3	0.263	*	XP_013432612.1	XP_013250833.1	XP_013229373.1	*
3	3	0.327	CDJ50181.1	*	XP_013251851.1	*	XP_013335311.1
3	3	0.317	CDJ52358.1	XP_013436747.1	XP_013251709.1	*	*
3	3	0.311	CDJ53892.1	*	XP_013251902.1	*	XP_013335402.1
3	3	0.217	CDJ53760.1	*	XP_013251909.1	*	XP_013332837.1
