# Species	Genes	Alg.-Conn.	GCF_000208865.1_ASM20886v2_protein.faa	GCF_001601855.1_ASM160185v1_protein.faa	GCF_002563875.1_Bbes1.0_protein.faa	GCF_900002375.2_GCA_900002375_protein.faa	GCF_900005765.1_PRELSG_protein.faa
3	3	0.31	*	XP_012763256.2	*	XP_034420302.1	XP_028532088.1
3	4	0.235	*	XP_012763972.2,XP_019970186.1	*	XP_034420580.1	XP_028533675.1
3	3	0.278	*	XP_012763234.2	*	XP_034420280.1	XP_028532066.1
3	3	0.332	*	XP_019970424.1	*	XP_034420283.1	XP_028532069.1
3	3	0.296	*	XP_012761482.2	*	XP_034420962.1	XP_028532001.1
3	3	0.321	*	XP_012765711.2	*	XP_034423459.1	XP_028534256.1
3	3	0.303	*	XP_019970794.1	*	XP_034420942.1	XP_028531981.1
3	3	0.296	*	XP_012761450.2	*	XP_034420930.1	XP_028531969.1
3	3	0.271	*	XP_019970790.1	*	XP_034420924.1	XP_028531963.1
3	3	0.289	*	XP_012765740.2	*	XP_034423486.1	XP_028534226.1
3	3	0.297	*	XP_019970783.1	*	XP_034421876.1	XP_028531597.1
2	3	0.333	XP_003883834.1	*	XP_029219752.1,XP_029219753.1	*	*
3	3	0.219	*	XP_019970872.1	*	XP_034419939.1	XP_028531801.1
2	3	0.327	*	XP_012760907.1	*	XP_034420251.1,XP_034420489.1	*
3	3	0.312	*	XP_012761023.2	*	XP_034419997.1	XP_028531713.1
3	3	0.287	*	XP_019970900.1	*	XP_034420009.1	XP_028531701.1
4	4	0.173	XP_003886228.1	*	XP_029215509.1	XP_034421373.1	XP_028533342.1
3	3	0.327	*	XP_012761408.2	*	XP_034420633.1	XP_028531614.1
3	3	0.326	*	XP_012761043.2	*	XP_034420016.1	XP_028531693.1
3	3	0.253	XP_003881662.1	*	XP_029218743.1	*	XP_028535888.1
3	3	0.321	*	XP_012762330.2	*	XP_034420725.1	XP_028531657.1
3	4	0.235	*	XP_012761411.2,XP_012763437.2	*	XP_034420636.1	XP_028531617.1
3	3	0.138	*	XP_019969903.1	*	XP_034422189.1	XP_028536112.1
4	4	0.153	*	XP_019970653.1	XP_029217599.1	XP_034419626.1	XP_028534097.1
4	4	0.16	*	XP_019970965.1	XP_029214605.1	YP_009273033.1	YP_009325498.1
3	3	0.305	*	XP_012765293.2	*	XP_034421998.1	XP_028535914.1
4	4	0.0892	*	XP_019970449.1	XP_029215085.1	XP_034420417.1	XP_028532209.1
3	3	0.315	*	XP_012765439.2	*	XP_034423187.1	XP_028534531.1
3	3	0.325	*	XP_012765262.2	*	XP_034422028.1	XP_028535945.1
3	3	0.301	*	XP_012765230.2	*	XP_034422060.1	XP_028535977.1
3	3	0.319	*	XP_012765226.2	*	XP_034422064.1	XP_028535981.1
3	3	0.27	*	XP_012765555.2	*	XP_034423301.1	XP_028534414.1
3	3	0.262	*	XP_019969909.1	*	XP_034422178.1	XP_028536100.1
3	3	0.332	*	XP_012765582.2	*	XP_034423328.1	XP_028534387.1
3	3	0.324	*	XP_019970007.1	*	XP_034423332.1	XP_028534383.1
3	3	0.3	*	XP_012761433.2	*	XP_034420913.1	XP_028531951.1
3	3	0.287	*	XP_012765718.2	*	XP_034423465.1	XP_028534249.1
3	3	0.325	*	XP_019970733.1	*	XP_034423024.1	XP_028533468.1
2	3	0.315	XP_003883156.1	*	XP_029217446.1,XP_029217447.1	*	*
3	3	0.248	*	XP_012762777.2	*	XP_034421085.1	XP_028532319.1
2	3	0.333	XP_003884690.1	*	XP_029221191.1,XP_029221192.1	*	*
3	3	0.211	*	XP_012765745.2	*	XP_034423491.1	XP_028534221.1
3	3	0.322	*	XP_012763727.2	*	XP_034421509.1	XP_028533202.1
3	3	0.313	*	XP_012765748.2	*	XP_034423494.1	XP_028534218.1
3	3	0.189	*	XP_012762615.2	*	XP_034420823.1	XP_028531860.1
3	3	0.229	*	XP_019970084.1	*	XP_034423552.1	XP_028534156.1
3	3	0.297	*	XP_012764675.2	*	XP_034423603.1	XP_028534776.1
5	6	0.129	XP_003884408.1	XP_012763996.1	XP_029220723.1,XP_029220725.1	XP_034420605.1	XP_028535775.1
3	3	0.312	*	XP_012761734.2	*	XP_034423043.1	XP_028533446.1
4	4	0.237	*	XP_019970950.1	XP_029218552.1	XP_034419745.1	XP_028535515.1
3	3	0.308	*	XP_012764256.2	*	XP_034424364.1	XP_028535339.1
3	3	0.29	*	XP_019970943.1	*	XP_034419757.1	XP_028535527.1
4	4	0.164	*	XP_012762644.2	XP_029222412.1	XP_034420794.1	XP_028535730.1
3	3	0.29	XP_003883849.1	XP_012760992.2	XP_029219738.1	*	*
3	3	0.333	*	XP_012763645.2	*	XP_034421590.1	XP_028533116.1
3	3	0.312	*	XP_019970615.1	*	XP_034424027.1	XP_028534992.1
3	3	0.22	*	XP_012764570.2	*	XP_034423997.1	XP_028534960.1
2	3	0.332	*	XP_019970264.1,XP_019970265.1	*	*	XP_028535406.1
5	7	0.104	XP_003881406.1,XP_003885723.1	XP_012761514.1	XP_029220024.1,XP_029221546.1	XP_034420480.1	XP_028532031.1
3	3	0.206	*	XP_019970826.1	*	XP_034420166.1	XP_028532805.1
4	4	0.195	XP_003882844.1	*	XP_029217277.1	XP_034422632.1	XP_028533693.1
3	3	0.326	*	XP_019970949.1	*	XP_034419746.1	XP_028535516.1
3	3	0.329	*	XP_019970097.1	*	XP_034423591.1	XP_028534789.1
3	3	0.33	*	XP_012764971.2	*	XP_034422575.1	XP_028533756.1
3	3	0.186	*	XP_019970926.1	*	XP_034419814.1	XP_028535588.1
2	3	0.331	*	XP_012763900.2,XP_019970169.1	*	*	XP_028535661.1
3	3	0.29	*	XP_012763910.2	*	XP_034420521.1	XP_028535671.1
3	3	0.33	*	XP_019970112.1	*	XP_034423658.1	XP_028534723.1
3	3	0.277	*	XP_012762636.2	*	XP_034420802.1	XP_028535722.1
3	3	0.264	*	XP_012762657.2	*	XP_034420781.1	XP_028535743.1
4	4	0.208	*	XP_019970603.1	XP_029215793.1	XP_034421008.1	XP_028531406.1
4	4	0.219	XP_003883392.1	XP_019970240.1	XP_029222683.1	*	XP_028535327.1
3	3	0.3	*	XP_012761590.2	*	XP_034422278.1	XP_028533599.1
2	3	0.332	XP_003884579.1	*	XP_029219779.1,XP_029219780.1	*	*
2	3	0.333	XP_003880922.1,XP_003884397.1	*	XP_029220709.1	*	*
3	3	0.305	*	XP_012763970.2	*	XP_034420578.1	XP_028533673.1
4	4	0.225	XP_003884107.1	XP_012765184.2	XP_029218979.1	*	XP_028536023.1
3	3	0.311	*	XP_012764949.1	*	XP_034422554.1	XP_028533779.1
3	3	0.259	*	XP_012763082.2	*	XP_034422704.1	XP_028532601.1
3	3	0.324	*	XP_012764837.2	*	XP_034423754.1	XP_028534622.1
4	4	0.226	XP_003884497.1	XP_012763606.2	XP_029219897.1	*	XP_028533077.1
3	3	0.3	*	XP_012761982.2	*	XP_034422367.1	XP_028533968.1
2	3	0.332	XP_003882253.1,XP_003882255.1	*	XP_029220090.1	*	*
3	3	0.311	*	XP_012761955.2	*	XP_034419722.1	XP_028533997.1
3	3	0.231	*	XP_012761934.2	*	XP_034419701.1	XP_028534018.1
2	3	0.333	XP_003884562.1,XP_003884563.1	*	XP_029220083.1	*	*
4	4	0.133	*	XP_012762643.2	XP_029221534.1	XP_034420795.1	XP_028535729.1
4	4	0.193	XP_003881237.1	XP_012762468.2	XP_029216035.1	*	XP_028531463.1
3	3	0.313	*	XP_012764653.2	*	XP_034423582.1	XP_028534124.1
3	3	0.251	*	XP_012761861.2	*	XP_034419633.1	XP_028534090.1
3	3	0.293	*	XP_012761631.2	*	XP_034422319.1	XP_028533555.1
3	3	0.268	*	XP_012761629.2	*	XP_034422317.1	XP_028533557.1
2	3	0.325	XP_003881326.1	*	XP_029215567.1,XP_029215568.1	*	*
2	3	0.331	XP_003881327.1	*	XP_029221384.1,XP_029221391.1	*	*
5	8	0.238	XP_003879550.1	XP_012765354.1,XP_012765229.1	XP_029222797.1	XP_034421939.1,XP_034422061.1	XP_028535852.1,XP_028535978.1
5	5	0.214	XP_003880011.1	XP_019969974.1	XP_029215959.1	XP_034421912.1	XP_028535823.1
5	5	0.154	XP_003882845.1	XP_012761725.2	XP_029217278.1	XP_034423035.1	XP_028533455.1
5	5	0.181	XP_003880544.1	XP_012761927.1	XP_029220159.1	XP_034419694.1	XP_028534025.1
5	5	0.201	XP_003886398.1	XP_012760830.2	XP_029215372.1	XP_034419782.1	XP_028535553.1
5	5	0.149	XP_003884173.1	XP_012760798.2	XP_029219054.1	XP_034419813.1	XP_028535587.1
5	5	0.2	XP_003880132.1	XP_012763514.2	XP_029219363.1	XP_034421717.1	XP_028532985.1
5	5	0.158	XP_003881730.1	XP_012764452.2	XP_029218831.1	XP_034423879.1	XP_028534841.1
5	5	0.131	XP_003885280.1	XP_019970338.1	XP_029218303.1	XP_034421538.1	XP_028533171.1
5	5	0.308	XP_003882383.1	XP_012764503.1	XP_029218540.1	XP_034423930.1	XP_028534893.1
5	5	0.328	XP_003885255.1	XP_012763550.2	XP_029218274.1	XP_034421680.1	XP_028533022.1
5	5	0.126	XP_003885200.1	XP_012763258.2	XP_029218217.1	XP_034420304.1	XP_028532090.1
5	5	0.156	XP_003879762.1	XP_012762418.2	XP_029215701.1	XP_034422957.1	XP_028531515.1
5	5	0.155	XP_003883242.1	XP_012764001.1	XP_029217540.1	XP_034424109.1	XP_028535076.1
5	5	0.143	XP_003883755.1	XP_019970226.1	XP_029221361.1	XP_034424275.1	XP_028535251.1
5	5	0.19	XP_003883597.1	XP_012764846.2	XP_029222463.1	XP_034423762.1	XP_028534613.1
5	5	0.127	XP_003883600.1	XP_012764013.2	XP_029222461.1	XP_034424121.1	XP_028535088.1
5	5	0.186	XP_003881872.1	XP_012764018.1	XP_029217059.1	XP_034424126.1	XP_028535093.1
5	5	0.144	XP_003882454.1	XP_012765794.2	XP_029218612.1	XP_034423162.1	XP_028534556.1
5	5	0.152	XP_003884001.1	XP_012764219.2	XP_029219567.1	XP_034424326.1	XP_028535302.1
5	5	0.147	XP_003885250.1	XP_012765769.2	XP_029218269.1	XP_034423515.1	XP_028534197.1
5	5	0.215	XP_003884949.1	XP_012761942.2	XP_029217936.1	XP_034419709.1	XP_028534010.1
5	5	0.192	XP_003884662.1	XP_012763324.1	XP_029221220.1	XP_034420370.1	XP_028532157.1
5	5	0.237	XP_003884269.1	XP_019970019.1	XP_029219161.1	XP_034423434.1	XP_028534281.1
5	5	0.21	XP_003881802.1	XP_019970296.1	XP_029216963.1	XP_034421730.1	XP_028532973.1
5	5	0.198	XP_003886042.1	XP_012762582.2	XP_029222168.1	XP_034420857.1	XP_028531895.1
5	5	0.166	XP_003880816.1	XP_012763738.2	XP_029220879.1	XP_034421498.1	XP_028533213.1
5	5	0.262	XP_003881562.1	XP_012761204.2	XP_029220522.1	XP_034420168.1	XP_028532803.1
5	5	0.143	XP_003884975.1	XP_012761203.1	XP_029217907.1	XP_034420167.1	XP_028532804.1
5	5	0.115	XP_003879833.1	XP_012763771.2	XP_029215776.1	XP_034421467.1	XP_028533247.1
5	5	0.165	XP_003886237.1	XP_012761196.1	XP_029215499.1	XP_034420160.1	XP_028532811.1
5	5	0.208	XP_003883252.1	XP_019970849.1	XP_029217164.1	XP_034422856.1	XP_028532753.1
5	5	0.297	XP_003882063.1	XP_012762856.2	XP_029220485.1	XP_034421164.1	XP_028532400.1
5	5	0.132	XP_003883622.1	XP_012765323.2	XP_029222438.1	XP_034421969.1	XP_028535883.1
5	5	0.143	XP_003885366.1	XP_012760835.2	XP_029218409.1	XP_034419777.1	XP_028535548.1
5	5	0.152	XP_003882868.1	XP_012763794.2	XP_029217303.1	XP_034421444.1	XP_028533271.1
5	5	0.192	XP_003879796.1	XP_012763188.2	XP_029215739.1	XP_034422813.1	XP_028532709.1
5	5	0.233	XP_003882464.1	XP_019969892.1	XP_029218624.1	XP_034419759.1	XP_028535529.1
5	5	0.273	XP_003884714.1	XP_012760816.2	XP_029221166.1	XP_034419795.1	XP_028535567.1
5	5	0.112	XP_003879641.1	XP_012763566.2	XP_029216430.1	XP_034421666.1	XP_028533037.1
5	5	0.121	XP_003879985.1	XP_019969741.1	XP_029215947.1	XP_034423538.1	XP_028534170.1
5	5	0.127	XP_003883516.1	XP_019970846.1	XP_029222548.1	XP_034422863.1	XP_028532760.1
5	5	0.171	XP_003882066.1	XP_012763814.1	XP_029220488.1	XP_034421424.1	XP_028533291.1
5	5	0.0669	XP_003882756.1	XP_019970364.1	XP_029221820.1	XP_034421407.1	XP_028533308.1
5	5	0.173	XP_003882582.1	XP_012761011.2	XP_029215230.1	XP_034419986.1	XP_028531725.1
5	5	0.0808	XP_003879905.1	XP_012764113.2	XP_029215854.1	XP_034424218.1	XP_028535187.1
5	5	0.292	XP_003886185.1	XP_012762160.1	XP_029222059.1	XP_034421005.1	XP_028531403.1
5	5	0.116	XP_003885521.1	XP_019970590.1	XP_029217595.1	XP_034420788.1	XP_028535736.1
5	5	0.146	XP_003881820.1	XP_012761627.2	XP_029216992.1	XP_034422315.1	XP_028533560.1
5	5	0.171	XP_003879876.1	XP_019970588.1	XP_029215823.1	XP_034420821.1	XP_028531858.1
5	5	0.173	XP_003881453.1	XP_012764537.2	XP_029216555.1	XP_034423964.1	XP_028534927.1
5	5	0.141	XP_003884810.1	XP_012764561.2	XP_029221039.1	XP_034423988.1	XP_028534951.1
5	5	0.154	XP_003884771.1	XP_012764682.2	XP_029221101.1	XP_034423610.1	XP_028534769.1
5	5	0.107	XP_003883514.1	XP_012762308.2	XP_029222550.1	XP_034420703.1	XP_028535467.1
5	5	0.15	XP_003880197.1	XP_012763097.2	XP_029219433.1	XP_034422719.1	XP_028532616.1
5	5	0.17	XP_003882973.1	XP_012764468.2	XP_029221952.1	XP_034423895.1	XP_028534857.1
5	5	0.17	XP_003885023.1	XP_012765497.2	XP_029218018.1	XP_034423244.1	XP_028534472.1
5	5	0.176	XP_003880096.1	XP_019970485.1	XP_029217800.1	XP_034421111.1	XP_028532346.1
5	5	0.12	XP_003884461.1	XP_012762816.1	XP_029217734.1	XP_034421124.1	XP_028532359.1
5	5	0.161	XP_003883902.1	XP_012765155.2	XP_029219683.1	XP_034422133.1	XP_028536052.1
5	5	0.129	XP_003883289.1	XP_012762729.2	XP_029217125.1	XP_034420216.1	XP_028532269.1
5	5	0.0968	XP_003881541.1	XP_012762665.1	XP_029220542.1	XP_034420773.1	XP_028535751.1
5	5	0.197	XP_003882610.1	XP_012765163.2	XP_029215262.1	XP_034422125.1	XP_028536044.1
5	5	0.146	XP_003884779.1	XP_012765494.2	XP_029221093.1	XP_034423241.1	XP_028534475.1
5	5	0.261	XP_003880099.1	XP_012762369.2	XP_029217797.1	XP_034419861.1	XP_028535638.1
5	5	0.0721	XP_003881609.1	XP_012764213.1	XP_029218686.1	XP_034424320.1	XP_028535296.1
5	5	0.246	XP_003884820.1	XP_012765776.2	XP_029221028.1	XP_034423522.1	XP_028534190.1
5	5	0.116	XP_003879832.1	XP_012764067.2	XP_029215775.1	XP_034424174.1	XP_028535141.1
5	5	0.0703	XP_003883310.1	XP_019969845.1	XP_029217104.1	XP_034420901.1	XP_028531939.1
5	5	0.0904	XP_003882244.1	XP_012765601.2	XP_029219979.1	XP_034423347.1	XP_028534367.1
5	5	0.277	XP_003885380.1	XP_012762047.1	XP_029218395.1	XP_034422432.1	XP_028533904.1
5	5	0.194	XP_003879706.1	XP_012762602.2	XP_029215641.1	XP_034420837.1	XP_028531874.1
5	5	0.172	XP_003881139.1	XP_012761440.1	XP_029216115.1	XP_034420920.1	XP_028531958.1
5	5	0.0968	XP_003881830.1	XP_012764149.2	XP_029217018.1	XP_034424252.1	XP_028535223.1
5	5	0.152	XP_003886068.1	XP_012765691.2	XP_029221631.1	XP_034423439.1	XP_028534276.1
5	5	0.12	XP_003881974.1	XP_012764301.2	XP_029220406.1	XP_034424400.1	XP_028535377.1
5	5	0.29	XP_003883069.1	XP_012762058.2	XP_029217224.1	XP_034422443.1	XP_028533893.1
5	5	0.175	XP_003885772.1	XP_012761472.2	XP_029221494.1	XP_034420952.1	XP_028531991.1
5	5	0.158	XP_003882976.1	XP_012764416.2	XP_029221948.1	XP_034423842.1	XP_028534804.1
5	5	0.0935	XP_003886308.1	XP_019969831.1	XP_029215308.1	XP_034422344.1	XP_028533528.1
5	5	0.171	XP_003879565.1	XP_019970800.1	XP_029222780.1	XP_034420961.1	XP_028532000.1
5	5	0.171	XP_003886205.1	XP_012760916.2	XP_029222037.1	XP_034419897.1	XP_028531843.1
5	5	0.166	XP_003886153.1	XP_012760915.1	XP_029222097.1	XP_034419896.1	XP_028531844.1
5	5	0.172	XP_003881960.1	XP_012765597.1	XP_029220392.1	XP_034423343.1	XP_028534371.1
5	5	0.132	XP_003885624.1	XP_012765405.1	XP_029218937.1	XP_034421889.1	XP_028535800.1
5	5	0.173	XP_003881552.1	XP_012765674.2	XP_029220532.1	XP_034423420.1	XP_028534292.1
5	5	0.14	XP_003885223.1	XP_012761858.1	XP_029218243.1	XP_034419630.1	XP_028534093.1
5	5	0.171	XP_003880386.1	XP_012765446.2	XP_029216699.1	XP_034423195.1	XP_028534524.1
5	5	0.106	XP_003881246.1	XP_012765658.1	XP_029216026.1	XP_034423404.1	XP_028534309.1
5	5	0.169	XP_003884822.1	XP_019970648.1	XP_029221026.1	XP_034419856.1	XP_028535633.1
5	5	0.179	XP_003882642.1	XP_012760964.1	XP_029221685.1	XP_034419940.1	XP_028531800.1
5	5	0.214	XP_003882400.1	XP_012764042.2	XP_029218558.1	XP_034424150.1	XP_028535117.1
5	5	0.14	XP_003884723.1	XP_012765566.1	XP_029221155.1	XP_034423312.1	XP_028534403.1
5	5	0.135	XP_003881231.1	XP_012761881.2	XP_029216044.1	XP_034419651.1	XP_028534070.1
5	5	0.221	XP_003885576.1	XP_019970621.1	XP_029218879.1	XP_034420656.1	XP_028531637.1
5	5	0.142	XP_003882102.1	XP_012765248.2	XP_029216860.1	XP_034422042.1	XP_028535959.1
5	5	0.182	XP_003880174.1	XP_012765467.2	XP_029219410.1	XP_034423215.1	XP_028534503.1
5	5	0.0776	XP_003879821.1	XP_012765708.1	XP_029215766.1	XP_034423456.1	XP_028534259.1
5	5	0.177	XP_003885353.1	XP_012765042.2	XP_029218380.1	XP_034422644.1	XP_028531296.1
5	5	0.167	XP_003883251.1	XP_012761972.2	XP_029217166.1	XP_034422980.1	XP_028533979.1
5	7	0.198	XP_003881674.1,XP_003886157.1	XP_012764297.1	XP_029218757.1,XP_029222092.1	XP_034424396.1	XP_028535373.1
5	6	0.152	XP_003883367.1	XP_012763734.2	XP_029222712.1,XP_029222711.1	XP_034421502.1	XP_028533209.1
5	7	0.164	XP_003879648.1,XP_003886291.1	XP_012763461.1	XP_029215440.1,XP_029216439.1	XP_034421770.1	XP_028532932.1
5	5	0.228	XP_003884929.1	XP_012765213.2	XP_029217960.1	XP_034422077.1	XP_028535994.1
5	5	0.276	XP_003885221.1	XP_012765460.2	XP_029218241.1	XP_034423208.1	XP_028534510.1
5	5	0.286	XP_003881560.1	XP_012763975.1	XP_029220524.1	XP_034420583.1	XP_028533678.1
5	5	0.327	XP_003883577.1	XP_012764742.2	XP_029222486.1	XP_034423663.1	XP_028534718.1
5	5	0.258	XP_003882622.1	XP_012761929.2	XP_029215278.1	XP_034419696.1	XP_028534023.1
5	5	0.372	XP_003883208.1	XP_012762186.2	XP_029217502.1	XP_034422872.1	XP_028531430.1
5	5	0.251	XP_003880522.1	XP_012761928.1	XP_029220134.1	XP_034419695.1	XP_028534024.1
5	5	0.169	XP_003880885.1	XP_012764761.2	XP_029220782.1	XP_034423682.1	XP_028534698.1
5	5	0.309	XP_003884993.1	XP_012761546.2	XP_029217976.1	XP_034422233.1	XP_028533645.1
5	5	0.295	XP_003880263.1	XP_019970229.1	XP_029215125.1	XP_034424294.1	XP_028535270.1
5	5	0.249	XP_003880528.1	XP_012765082.2	XP_029220140.1	XP_034422200.1	XP_028536123.1
5	5	0.348	XP_003885997.1	XP_012764252.2	XP_029222211.1	XP_034424360.1	XP_028535335.1
5	5	0.341	XP_003880671.1	XP_012764702.1	XP_029220298.1	XP_034423630.1	XP_028534749.1
5	5	0.231	XP_003885685.1	XP_012764473.2	XP_029221585.1	XP_034423900.1	XP_028534862.1
5	5	0.332	XP_003880030.1	XP_012764476.2	XP_029217880.1	XP_034423903.1	XP_028534865.1
5	5	0.295	XP_003882348.1	XP_012761171.1	XP_029218495.1	XP_034420136.1	XP_028532836.1
5	5	0.313	XP_003882992.1	XP_012765400.1	XP_029221930.1	XP_034421894.1	XP_028535805.1
5	5	0.168	XP_003881931.1	XP_019969902.1	XP_029220360.1	XP_034422192.1	XP_028536115.1
5	5	0.21	XP_003883582.1	XP_019970805.1	XP_029222480.1	XP_034420473.1	XP_028532024.1
5	6	0.305	XP_003881348.1	XP_019970286.1,XP_019970285.1	XP_029215539.1	XP_034421774.1	XP_028532928.1
5	6	0.323	XP_003883640.1	XP_012762575.1,XP_012762694.2	XP_029222415.1	XP_034420864.1	XP_028531902.1
5	5	0.258	XP_003881264.1	XP_012763448.2	XP_029216007.1	XP_034421783.1	XP_028532919.1
5	5	0.244	XP_003884244.1	XP_012761345.2	XP_029219132.1	XP_034421828.1	XP_028531549.1
5	5	0.136	XP_003883843.1	XP_019970539.1	XP_029219744.1	XP_034422954.1	XP_028531512.1
5	5	0.33	XP_003884093.1	XP_012761115.1	XP_029218964.1	XP_034420082.1	XP_028532893.1
5	5	0.195	XP_003882028.1	XP_019970561.1	XP_029220459.1	XP_034420892.1	XP_028531930.1
5	5	0.351	XP_003886415.1	XP_012764800.2	XP_029215389.1	XP_034423719.1	XP_028534659.1
5	5	0.308	XP_003885256.1	XP_019970552.1	XP_029218275.1	XP_034422911.1	XP_028531467.1
5	5	0.196	XP_003881640.1	XP_012765404.2	XP_029218720.1	XP_034421890.1	XP_028535801.1
5	5	0.241	XP_003885110.1	XP_019970744.1	XP_029218115.1	XP_034423094.1	XP_028533395.1
5	5	0.206	XP_003881427.1	XP_012762194.1	XP_029216521.1	XP_034422881.1	XP_028531438.1
5	5	0.172	XP_003881586.1	XP_012761767.2	XP_029218664.1	XP_034423076.1	XP_028533412.1
5	5	0.376	XP_003883364.1	XP_012761108.2	XP_029222716.1	XP_034420075.1	XP_028532900.1
5	5	0.253	XP_003879739.1	XP_012764408.2	XP_029215677.1	XP_034423834.1	XP_028534796.1
5	5	0.362	XP_003879620.1	XP_019970148.1	XP_029216406.1	XP_034422590.1	XP_028533738.1
5	5	0.479	XP_003881542.1	XP_012762605.1	XP_029220541.1	XP_034420834.1	XP_028531871.1
5	5	0.282	XP_003884620.1	XP_012765695.2	XP_029221260.1	XP_034423443.1	XP_028534272.1
5	5	0.508	XP_003879589.1	XP_012765233.1	XP_029217089.1	XP_034422057.1	XP_028535974.1
5	5	0.275	XP_003882067.1	XP_012764199.2	XP_029220489.1	XP_034424305.1	XP_028535280.1
5	5	0.208	XP_003884405.1	XP_019970035.1	XP_029220719.1	XP_034423503.1	XP_028534209.1
5	5	0.205	XP_003880468.1	XP_012762113.1	XP_029216612.1	XP_034422497.1	XP_028533837.1
5	5	0.158	XP_003884998.1	XP_012761058.1	XP_029217982.1	XP_034420031.1	XP_028531678.1
5	5	0.265	XP_003884444.1	XP_012764264.2	XP_029217752.1	XP_034424371.1	XP_028535347.1
5	5	0.232	XP_003882671.1	XP_012764148.1	XP_029221712.1	XP_034424251.1	XP_028535222.1
5	5	0.286	XP_003880782.1	XP_012765644.2	XP_029216295.1	XP_034423389.1	XP_028534324.1
5	5	0.265	XP_003883299.1	XP_012762506.2	XP_029217116.1	XP_034424078.1	XP_028535045.1
5	5	0.239	XP_003883948.1	XP_012760909.2	XP_029219622.1	XP_034419892.1	XP_028531850.1
5	5	0.274	XP_003880662.1	XP_012764598.2	XP_029220290.1	XP_034423528.1	XP_028534183.1
5	5	0.362	XP_003886131.1	XP_012762640.1	XP_029222245.1	XP_034420798.1	XP_028535726.1
5	6	0.246	XP_003883009.1	XP_019970456.1,XP_012763412.1	XP_029221913.1	XP_034420450.1	XP_028532238.1
5	5	0.137	XP_003884509.1	XP_019969822.1	XP_029219880.1	XP_034423017.1	XP_028533475.1
5	5	0.337	XP_003882439.1	XP_012763730.1	XP_029218598.1	XP_034421506.1	XP_028533205.1
5	5	0.196	XP_003879919.1	XP_019970497.1	XP_029215872.1	XP_034421201.1	XP_028532438.1
5	5	0.225	XP_003879866.1	XP_012762655.2	XP_029215813.1	XP_034420783.1	XP_028535741.1
5	5	0.311	XP_003882903.1	XP_012762520.1	XP_029217340.1	XP_034424065.1	XP_028535031.1
5	5	0.288	XP_003881302.1	XP_012761598.2	XP_029215530.1	XP_034422286.1	XP_028533591.1
5	5	0.296	XP_003881787.1	XP_012761885.2	XP_029216946.1	XP_034419654.1	XP_028534066.1
5	5	0.195	XP_003882592.1	XP_012761888.1	XP_029215239.1	XP_034419657.1	XP_028534063.1
5	5	0.233	XP_003881221.1	XP_012763365.2	XP_029216055.1	XP_034420409.1	XP_028532200.1
5	5	0.219	XP_003880250.1	XP_019970883.1	XP_029219495.1	XP_034419965.1	XP_028531747.1
5	5	0.234	XP_003883318.1	XP_019970083.1	XP_029217097.1	XP_034423541.1	XP_028534167.1
5	5	0.335	XP_003882645.1	XP_012764298.2	XP_029221688.1	XP_034424397.1	XP_028535374.1
5	5	0.226	XP_003886078.1	XP_019970924.1	XP_029222155.1	XP_034419819.1	XP_028535594.1
5	5	0.304	XP_003881323.1	XP_019970654.1	XP_029215572.1	XP_034419640.1	XP_028534082.1
5	5	0.285	XP_003882186.1	XP_019970259.1	XP_029220121.1	XP_034424412.1	XP_028535389.1
5	5	0.237	XP_003880249.1	XP_012761698.2	XP_029219494.1	XP_034423010.1	XP_028533482.1
5	5	0.282	XP_003884266.1	XP_019970395.1	XP_029219157.1	XP_034422730.1	XP_028532626.1
5	5	0.342	XP_003881635.1	XP_012765717.2	XP_029218716.1	XP_034423464.1	XP_028534250.1
5	5	0.187	XP_003882936.1	XP_012763769.2	XP_029221994.1	XP_034421469.1	XP_028533245.1
5	5	0.289	XP_003880427.1	XP_012762639.2	XP_029216659.1	XP_034420799.1	XP_028535725.1
5	5	0.311	XP_003879859.1	XP_012763016.2	XP_029215807.1	XP_034421325.1	XP_028532562.1
5	5	0.26	XP_003880742.1	XP_012762670.1	XP_029216328.1	XP_034420768.1	XP_028535756.1
5	5	0.345	XP_003882912.1	XP_012762629.2	XP_029217348.1	XP_034420809.1	XP_028535715.1
5	5	0.363	XP_003882293.1	XP_012765033.2	XP_029219507.1	XP_034422635.1	XP_028533690.1
5	5	0.293	XP_003884318.1	XP_012762537.2	XP_029219217.1	XP_034424047.1	XP_028535013.1
5	5	0.355	XP_003882129.1	XP_012762715.2	XP_029216887.1	XP_034420230.1	XP_028532255.1
5	5	0.343	XP_003884456.1	XP_012762469.2	XP_029217739.1	XP_034422907.1	XP_028531462.1
5	5	0.292	XP_003881361.1	XP_019970022.1	XP_029216453.1	XP_034423470.1	XP_028534244.1
5	5	0.21	XP_003881400.1	XP_019970427.1	XP_029220016.1	XP_034420291.1	XP_028532077.1
5	5	0.307	XP_003882025.1	XP_012764765.1	XP_029220455.1	XP_034423685.1	XP_028534694.1
5	5	0.337	XP_003881384.1	XP_012761651.2	XP_029219998.1	XP_034422340.1	XP_028533533.1
5	5	0.284	XP_003883553.1	XP_019970396.1	XP_029222510.1	XP_034422732.1	XP_028532628.1
5	5	0.197	XP_003885734.1	XP_012762641.2	XP_029221533.1	XP_034420797.1	XP_028535727.1
